iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
KOR,Asia,South Korea,16-10-20,51269183,25108,73,80,443,2,1.857,489.729,1.424,1.56,8.641,0.039,0.036,0.96,,,,,,,,
KOR,Asia,South Korea,17-10-20,51269183,25199,91,84.714,444,1,1.714,491.504,1.775,1.652,8.66,0.02,0.033,1.05,,,,,,,,
KOR,Asia,South Korea,18-10-20,51269183,25275,76,81.714,444,0,1.571,492.986,1.482,1.594,8.66,0,0.031,1.04,,,,,,,,
KOR,Asia,South Korea,19-10-20,51269183,25333,58,75.429,447,3,1.857,494.117,1.131,1.471,8.719,0.059,0.036,1.05,,,,,,,,
KOR,Asia,South Korea,20-10-20,51269183,25424,91,76.429,450,3,1.714,495.892,1.775,1.491,8.777,0.059,0.033,1.14,,,,,,,,
KOR,Asia,South Korea,21-10-20,51269183,25543,119,79.286,453,3,2,498.214,2.321,1.546,8.836,0.059,0.039,1.24,,,,,,,,
KOR,Asia,South Korea,22-10-20,51269183,25698,155,94.714,455,2,2,501.237,3.023,1.847,8.875,0.039,0.039,1.29,,,,,,,,
KOR,Asia,South Korea,23-10-20,51269183,25775,77,95.286,457,2,2,502.739,1.502,1.859,8.914,0.039,0.039,1.12,,,,,,,,
KOR,Asia,South Korea,24-10-20,51269183,25836,61,91,457,0,1.857,503.928,1.19,1.775,8.914,0,0.036,1.06,,,,,,,,
KOR,Asia,South Korea,25-10-20,51269183,25955,119,97.143,457,0,1.857,506.25,2.321,1.895,8.914,0,0.036,1.15,,,,,,,,
KOR,Asia,South Korea,26-10-20,51269183,26043,88,101.429,460,3,1.857,507.966,1.716,1.978,8.972,0.059,0.036,1.14,,,,,,,,
KOR,Asia,South Korea,27-10-20,51269183,26146,103,103.143,461,1,1.571,509.975,2.009,2.012,8.992,0.02,0.031,1.12,,,,,,,,
KOR,Asia,South Korea,28-10-20,51269183,26271,125,104,462,1,1.286,512.413,2.438,2.029,9.011,0.02,0.025,1.14,,,,,,,,
KOR,Asia,South Korea,29-10-20,51269183,26385,114,98.143,463,1,1.143,514.637,2.224,1.914,9.031,0.02,0.022,1.14,,,,,,,,
KOR,Asia,South Korea,30-10-20,51269183,26511,126,105.143,464,1,1,517.094,2.458,2.051,9.05,0.02,0.02,1.18,,,,,,,,
KOR,Asia,South Korea,31-10-20,51269183,26635,124,114.143,466,2,1.286,519.513,2.419,2.226,9.089,0.039,0.025,1.14,,,,,,,,
KOR,Asia,South Korea,01-11-20,51269183,26732,97,111,468,2,1.571,521.405,1.892,2.165,9.128,0.039,0.031,1.06,,,,,,,,
KOR,Asia,South Korea,02-11-20,51269183,26807,75,109.143,472,4,1.714,522.868,1.463,2.129,9.206,0.078,0.033,1.04,,,,,,,,
KOR,Asia,South Korea,03-11-20,51269183,26925,118,111.286,474,2,1.857,525.169,2.302,2.171,9.245,0.039,0.036,1.06,,,,,,,,
KOR,Asia,South Korea,04-11-20,51269183,27050,125,111.286,475,1,1.857,527.607,2.438,2.171,9.265,0.02,0.036,1.09,,,,,,,,
KOR,Asia,South Korea,05-11-20,51269183,27195,145,115.714,476,1,1.857,530.436,2.828,2.257,9.284,0.02,0.036,1.11,,,,,,,,
KOR,Asia,South Korea,06-11-20,51269183,27284,89,110.429,477,1,1.857,532.172,1.736,2.154,9.304,0.02,0.036,1.09,,,,,,,,
KOR,Asia,South Korea,07-11-20,51269183,27427,143,113.143,478,1,1.714,534.961,2.789,2.207,9.323,0.02,0.033,1.17,,,,,,,,
KOR,Asia,South Korea,08-11-20,51269183,27553,126,117.286,480,2,1.714,537.418,2.458,2.288,9.362,0.039,0.033,1.17,,,,,,,,
KOR,Asia,South Korea,09-11-20,51269183,27653,100,120.857,485,5,1.857,539.369,1.95,2.357,9.46,0.098,0.036,1.17,,,,,,,,
KOR,Asia,South Korea,10-11-20,51269183,27799,146,124.857,487,2,1.857,542.217,2.848,2.435,9.499,0.039,0.036,1.2,,,,,,,,
KOR,Asia,South Korea,11-11-20,51269183,27942,143,127.429,487,0,1.714,545.006,2.789,2.485,9.499,0,0.033,1.25,,,,,,,,
KOR,Asia,South Korea,12-11-20,51269183,28133,191,134,488,1,1.714,548.731,3.725,2.614,9.518,0.02,0.033,1.37,,,,,,,,
KOR,Asia,South Korea,13-11-20,51269183,28338,205,150.571,492,4,2.143,552.73,3.999,2.937,9.596,0.078,0.042,1.47,,,,,,,,
KOR,Asia,South Korea,14-11-20,51269183,28546,208,159.857,493,1,2.143,556.787,4.057,3.118,9.616,0.02,0.042,1.52,,,,,,,,
KOR,Asia,South Korea,15-11-20,51269183,28769,223,173.714,494,1,2,561.136,4.35,3.388,9.635,0.02,0.039,1.57,,,,,,,,
KOR,Asia,South Korea,16-11-20,51269183,28998,229,192.143,494,0,1.286,565.603,4.467,3.748,9.635,0,0.025,1.6,,,,,,,,
KOR,Asia,South Korea,17-11-20,51269183,29311,313,216,496,2,1.286,571.708,6.105,4.213,9.674,0.039,0.025,1.63,,,,,,,,
KOR,Asia,South Korea,18-11-20,51269183,29654,343,244.571,498,2,1.571,578.398,6.69,4.77,9.713,0.039,0.031,1.61,,,,,,,,
KOR,Asia,South Korea,19-11-20,51269183,30017,363,269.143,501,3,1.857,585.478,7.08,5.25,9.772,0.059,0.036,1.57,,,,,,,,
KOR,Asia,South Korea,20-11-20,51269183,30403,386,295,503,2,1.571,593.007,7.529,5.754,9.811,0.039,0.031,1.52,,,,,,,,
KOR,Asia,South Korea,21-11-20,51269183,30733,330,312.429,505,2,1.714,599.444,6.437,6.094,9.85,0.039,0.033,1.42,,,,,,,,
KOR,Asia,South Korea,22-11-20,51269183,31004,271,319.286,509,4,2.143,604.73,5.286,6.228,9.928,0.078,0.042,1.37,,,,,,,,
KOR,Asia,South Korea,23-11-20,51269183,31353,349,336.429,510,1,2.286,611.537,6.807,6.562,9.947,0.02,0.045,1.41,,,,,,,,
KOR,Asia,South Korea,24-11-20,51269183,31735,382,346.286,513,3,2.429,618.988,7.451,6.754,10.006,0.059,0.047,1.44,,,,,,,,
KOR,Asia,South Korea,25-11-20,51269183,32318,583,380.571,515,2,2.429,630.359,11.371,7.423,10.045,0.039,0.047,1.53,,,,,,,,
KOR,Asia,South Korea,26-11-20,51269183,32887,569,410,516,1,2.143,641.457,11.098,7.997,10.065,0.02,0.042,1.48,,,,,,,,
KOR,Asia,South Korea,27-11-20,51269183,33375,488,424.571,522,6,2.714,650.976,9.518,8.281,10.182,0.117,0.053,1.36,,,,,,,,
KOR,Asia,South Korea,28-11-20,51269183,33824,449,441.571,523,1,2.571,659.734,8.758,8.613,10.201,0.02,0.05,1.28,,,,,,,,
KOR,Asia,South Korea,29-11-20,51269183,34201,377,456.714,526,3,2.429,667.087,7.353,8.908,10.26,0.059,0.047,1.23,,,,,,,,
KOR,Asia,South Korea,30-11-20,51269183,34652,451,471.286,526,0,2.286,675.884,8.797,9.192,10.26,0,0.045,1.24,,,,,,,,
KOR,Asia,South Korea,01-12-20,51269183,35163,511,489.714,526,0,1.857,685.851,9.967,9.552,10.26,0,0.036,1.24,,,,,,,,
KOR,Asia,South Korea,02-12-20,51269183,35703,540,483.571,529,3,2,696.383,10.533,9.432,10.318,0.059,0.039,1.24,,,,,,,,
KOR,Asia,South Korea,03-12-20,51269183,36332,629,492.143,536,7,2.857,708.652,12.269,9.599,10.455,0.137,0.056,1.28,,,,,,,,
KOR,Asia,South Korea,04-12-20,51269183,36915,583,505.714,540,4,2.571,720.023,11.371,9.864,10.533,0.078,0.05,1.28,,,,,,,,
KOR,Asia,South Korea,05-12-20,51269183,37546,631,531.714,545,5,3.143,732.331,12.308,10.371,10.63,0.098,0.061,1.3,,,,,,,,
KOR,Asia,South Korea,06-12-20,51269183,38161,615,565.714,549,4,3.286,744.326,11.996,11.034,10.708,0.078,0.064,1.32,,,,,,,,
KOR,Asia,South Korea,07-12-20,51269183,38755,594,586.143,552,3,3.714,755.912,11.586,11.433,10.767,0.059,0.072,1.28,,,,,,,,
KOR,Asia,South Korea,08-12-20,51269183,39432,677,609.857,556,4,4.286,769.117,13.205,11.895,10.845,0.078,0.084,1.24,,,,,,,,
KOR,Asia,South Korea,09-12-20,51269183,40098,666,627.857,564,8,5,782.107,12.99,12.246,11.001,0.156,0.098,1.23,,,,,,,,
KOR,Asia,South Korea,10-12-20,51269183,40786,688,636.286,572,8,5.143,795.527,13.419,12.411,11.157,0.156,0.1,1.28,,,,,,,,
KOR,Asia,South Korea,11-12-20,51269183,41736,950,688.714,578,6,5.429,814.056,18.53,13.433,11.274,0.117,0.106,1.4,,,,,,,,
KOR,Asia,South Korea,12-12-20,51269183,42766,1030,745.714,580,2,5,834.146,20.09,14.545,11.313,0.039,0.098,1.42,,,,,,,,
KOR,Asia,South Korea,13-12-20,51269183,43484,718,760.429,587,7,5.429,848.151,14.005,14.832,11.449,0.137,0.106,1.36,,,,,,,,
KOR,Asia,South Korea,14-12-20,51269183,44364,880,801.286,600,13,6.857,865.315,17.164,15.629,11.703,0.254,0.134,1.35,,,,,,,,
KOR,Asia,South Korea,15-12-20,51269183,45442,1078,858.571,612,12,8,886.341,21.026,16.746,11.937,0.234,0.156,1.33,,,,,,,,
KOR,Asia,South Korea,16-12-20,51269183,46453,1011,907.857,634,22,10,906.061,19.719,17.708,12.366,0.429,0.195,1.28,,,,,,,,
KOR,Asia,South Korea,17-12-20,51269183,47515,1062,961.286,645,11,10.429,926.775,20.714,18.75,12.581,0.215,0.203,1.25,,,,,,,,
KOR,Asia,South Korea,18-12-20,51269183,48570,1055,976.286,659,14,11.571,947.353,20.578,19.042,12.854,0.273,0.226,1.23,,,,,,,,
KOR,Asia,South Korea,19-12-20,51269183,49665,1095,985.571,674,15,13.429,968.711,21.358,19.223,13.146,0.293,0.262,1.21,,,,,,,,
KOR,Asia,South Korea,20-12-20,51269183,50591,926,1015.286,698,24,15.857,986.772,18.062,19.803,13.614,0.468,0.309,1.17,,,,,,,,
KOR,Asia,South Korea,21-12-20,51269183,51460,869,1013.714,722,24,17.429,1003.722,16.95,19.772,14.083,0.468,0.34,1.12,,,,,,,,
KOR,Asia,South Korea,22-12-20,51269183,52550,1090,1015.429,739,17,18.143,1024.982,21.26,19.806,14.414,0.332,0.354,1.1,,,,,,,,
KOR,Asia,South Korea,23-12-20,51269183,53533,983,1011.429,756,17,17.429,1044.156,19.173,19.728,14.746,0.332,0.34,1.09,,,,,,,,
KOR,Asia,South Korea,24-12-20,51269183,54770,1237,1036.429,773,17,18.286,1068.283,24.128,20.215,15.077,0.332,0.357,1.11,,,,,,,,
KOR,Asia,South Korea,25-12-20,51269183,55902,1132,1047.429,793,20,19.143,1090.363,22.08,20.43,15.467,0.39,0.373,1.09,,,,,,,,
KOR,Asia,South Korea,26-12-20,51269183,56872,970,1029.571,808,15,19.143,1109.282,18.92,20.082,15.76,0.293,0.373,1.05,,,,,,,,
KOR,Asia,South Korea,27-12-20,51269183,57680,808,1012.714,819,11,17.286,1125.042,15.76,19.753,15.975,0.215,0.337,1.03,,,,,,,,
KOR,Asia,South Korea,28-12-20,51269183,58725,1045,1037.857,859,40,19.571,1145.425,20.383,20.243,16.755,0.78,0.382,1.04,,,,,,,,
KOR,Asia,South Korea,29-12-20,51269183,59773,1048,1031.857,879,20,20,1165.866,20.441,20.126,17.145,0.39,0.39,0.99,,,,,,,,
KOR,Asia,South Korea,30-12-20,51269183,60740,967,1029.571,900,21,20.571,1184.727,18.861,20.082,17.554,0.41,0.401,0.95,,,,,,,,
KOR,Asia,South Korea,31-12-20,51269183,61769,1029,999.857,917,17,20.571,1204.798,20.071,19.502,17.886,0.332,0.401,0.92,,,,,,,,
KOR,Asia,South Korea,01-01-21,51269183,62593,824,955.857,942,25,21.286,1220.87,16.072,18.644,18.374,0.488,0.415,0.88,,,,,,,,
KOR,Asia,South Korea,02-01-21,51269183,63244,651,910.286,962,20,22,1233.568,12.698,17.755,18.764,0.39,0.429,0.88,,,,,,,,
KOR,Asia,South Korea,03-01-21,51269183,64264,1020,940.571,981,19,23.143,1253.463,19.895,18.346,19.134,0.371,0.451,0.95,,,,,,,,
KOR,Asia,South Korea,04-01-21,51269183,64979,715,893.429,1007,26,21.143,1267.409,13.946,17.426,19.641,0.507,0.412,0.9,,,,,,,,
KOR,Asia,South Korea,05-01-21,51269183,65818,839,863.571,1027,20,21.143,1283.773,16.365,16.844,20.032,0.39,0.412,0.86,,,,,,,,
KOR,Asia,South Korea,06-01-21,51269183,66686,868,849.429,1046,19,20.857,1300.703,16.93,16.568,20.402,0.371,0.407,0.83,,,,,,,,
KOR,Asia,South Korea,07-01-21,51269183,67358,672,798.429,1081,35,23.429,1313.811,13.107,15.573,21.085,0.683,0.457,0.78,,,,,,,,
KOR,Asia,South Korea,08-01-21,51269183,67999,641,772.286,1100,19,22.571,1326.313,12.503,15.063,21.455,0.371,0.44,0.76,,,,,,,,
KOR,Asia,South Korea,09-01-21,51269183,68664,665,774.286,1125,25,23.286,1339.284,12.971,15.102,21.943,0.488,0.454,0.77,,,,,,,,
KOR,Asia,South Korea,10-01-21,51269183,69114,450,692.857,1140,15,22.714,1348.061,8.777,13.514,22.236,0.293,0.443,0.74,,,,,,,,
KOR,Asia,South Korea,11-01-21,51269183,69651,537,667.429,1165,25,22.571,1358.535,10.474,13.018,22.723,0.488,0.44,0.74,,,,,,,,
KOR,Asia,South Korea,12-01-21,51269183,70212,561,627.714,1185,20,22.571,1369.478,10.942,12.244,23.113,0.39,0.44,0.72,,,,,,,,
KOR,Asia,South Korea,13-01-21,51269183,70728,516,577.429,1195,10,21.286,1379.542,10.065,11.263,23.308,0.195,0.415,0.71,,,,,,,,
KOR,Asia,South Korea,14-01-21,51269183,71241,513,554.714,1217,22,19.429,1389.548,10.006,10.82,23.737,0.429,0.379,0.74,,,,,,,,
KOR,Asia,South Korea,15-01-21,51269183,71820,579,545.857,1236,19,19.429,1400.842,11.293,10.647,24.108,0.371,0.379,0.78,,,,,,,,
KOR,Asia,South Korea,16-01-21,51269183,72340,520,525.143,1249,13,17.714,1410.984,10.143,10.243,24.362,0.254,0.346,0.79,,,,,,,,
KOR,Asia,South Korea,17-01-21,51269183,72729,389,516.429,1264,15,17.714,1418.571,7.587,10.073,24.654,0.293,0.346,0.76,,,,,,,,
KOR,Asia,South Korea,18-01-21,51269183,73115,386,494.857,1283,19,16.857,1426.1,7.529,9.652,25.025,0.371,0.329,0.73,,,,,,,,
KOR,Asia,South Korea,19-01-21,51269183,73518,403,472.286,1300,17,16.429,1433.961,7.86,9.212,25.356,0.332,0.32,0.69,,,,,,,,
KOR,Asia,South Korea,20-01-21,51269183,73918,400,455.714,1316,16,17.286,1441.763,7.802,8.889,25.668,0.312,0.337,0.7,,,,,,,,
KOR,Asia,South Korea,21-01-21,51269183,74262,344,431.571,1328,12,15.857,1448.472,6.71,8.418,25.902,0.234,0.309,0.73,,,,,,,,
KOR,Asia,South Korea,22-01-21,51269183,74692,430,410.286,1337,9,14.429,1456.86,8.387,8.003,26.078,0.176,0.281,0.8,,,,,,,,
KOR,Asia,South Korea,23-01-21,51269183,75084,392,392,1349,12,14.286,1464.505,7.646,7.646,26.312,0.234,0.279,0.87,,,,,,,,
KOR,Asia,South Korea,24-01-21,51269183,75521,437,398.857,1360,11,13.714,1473.029,8.524,7.78,26.527,0.215,0.267,0.93,,,,,,,,
KOR,Asia,South Korea,25-01-21,51269183,75875,354,394.286,1371,11,12.571,1479.934,6.905,7.691,26.741,0.215,0.245,0.94,,,,,,,,
KOR,Asia,South Korea,26-01-21,51269183,76429,554,415.857,1378,7,11.143,1490.74,10.806,8.111,26.878,0.137,0.217,0.98,,,,,,,,
KOR,Asia,South Korea,27-01-21,51269183,76926,497,429.714,1386,8,10,1500.434,9.694,8.382,27.034,0.156,0.195,0.96,,,,,,,,
KOR,Asia,South Korea,28-01-21,51269183,77395,469,447.571,1399,13,10.143,1509.581,9.148,8.73,27.287,0.254,0.198,0.95,,,,,,,,
KOR,Asia,South Korea,29-01-21,51269183,77850,455,451.143,1414,15,11,1518.456,8.875,8.799,27.58,0.293,0.215,0.92,,,,,,,,
KOR,Asia,South Korea,30-01-21,51269183,78205,355,445.857,1420,6,10.143,1525.38,6.924,8.696,27.697,0.117,0.198,0.88,,,,,,,,
KOR,Asia,South Korea,31-01-21,51269183,78508,303,426.714,1425,5,9.286,1531.29,5.91,8.323,27.794,0.098,0.181,0.87,,,,,,,,
KOR,Asia,South Korea,01-02-21,51269183,78844,336,424.143,1435,10,9.143,1537.844,6.554,8.273,27.99,0.195,0.178,0.9,,,,,,,,
KOR,Asia,South Korea,02-02-21,51269183,79311,467,411.714,1441,6,9,1546.953,9.109,8.03,28.107,0.117,0.176,0.91,,,,,,,,
KOR,Asia,South Korea,03-02-21,51269183,79762,451,405.143,1448,7,8.857,1555.749,8.797,7.902,28.243,0.137,0.173,0.91,,,,,,,,
KOR,Asia,South Korea,04-02-21,51269183,80131,369,390.857,1459,11,8.571,1562.947,7.197,7.624,28.458,0.215,0.167,0.9,,,,,,,,
KOR,Asia,South Korea,05-02-21,51269183,80524,393,382,1464,5,7.143,1570.612,7.665,7.451,28.555,0.098,0.139,0.91,,,,,,,,
KOR,Asia,South Korea,06-02-21,51269183,80896,372,384.429,1471,7,7.286,1577.868,7.256,7.498,28.692,0.137,0.142,0.93,,,,,,,,
KOR,Asia,South Korea,07-02-21,51269183,81185,289,382.429,1474,3,7,1583.505,5.637,7.459,28.75,0.059,0.137,0.92,,,,,,,,
KOR,Asia,South Korea,08-02-21,51269183,81487,302,377.571,1482,8,6.714,1589.395,5.89,7.364,28.906,0.156,0.131,0.94,,,,,,,,
KOR,Asia,South Korea,09-02-21,51269183,81930,443,374.143,1486,4,6.429,1598.036,8.641,7.298,28.984,0.078,0.125,0.98,,,,,,,,
KOR,Asia,South Korea,10-02-21,51269183,82434,504,381.714,1496,10,6.857,1607.866,9.83,7.445,29.179,0.195,0.134,1.02,,,,,,,,
KOR,Asia,South Korea,11-02-21,51269183,82837,403,386.571,1507,11,6.857,1615.727,7.86,7.54,29.394,0.215,0.134,0.99,,,,,,,,
KOR,Asia,South Korea,12-02-21,51269183,83199,362,382.143,1514,7,7.143,1622.788,7.061,7.454,29.53,0.137,0.139,0.98,,,,,,,,
KOR,Asia,South Korea,13-02-21,51269183,83525,326,375.571,1522,8,7.286,1629.146,6.359,7.325,29.686,0.156,0.142,1,,,,,,,,
KOR,Asia,South Korea,14-02-21,51269183,83869,344,383.429,1527,5,7.571,1635.856,6.71,7.479,29.784,0.098,0.148,1.09,,,,,,,,
KOR,Asia,South Korea,15-02-21,51269183,84325,456,405.429,1534,7,7.429,1644.75,8.894,7.908,29.921,0.137,0.145,1.2,,,,,,,,
KOR,Asia,South Korea,16-02-21,51269183,84946,621,430.857,1538,4,7.429,1656.863,12.113,8.404,29.999,0.078,0.145,1.25,,,,,,,,
KOR,Asia,South Korea,17-02-21,51269183,85567,621,447.571,1544,6,6.857,1668.975,12.113,8.73,30.116,0.117,0.134,1.23,,,,,,,,
KOR,Asia,South Korea,18-02-21,51269183,86128,561,470.143,1550,6,6.143,1679.918,10.942,9.17,30.233,0.117,0.12,1.15,,,,,,,,
KOR,Asia,South Korea,19-02-21,51269183,86574,446,482.143,1553,3,5.571,1688.617,8.699,9.404,30.291,0.059,0.109,1.04,,,,,,,,
KOR,Asia,South Korea,20-02-21,51269183,86992,418,495.286,1557,4,5,1696.77,8.153,9.66,30.369,0.078,0.098,0.98,,,,,,,,
KOR,Asia,South Korea,21-02-21,51269183,87324,332,493.571,1562,5,5,1703.245,6.476,9.627,30.467,0.098,0.098,0.94,,,,,,,,
KOR,Asia,South Korea,22-02-21,51269183,87681,357,479.429,1573,11,5.571,1710.209,6.963,9.351,30.681,0.215,0.109,0.91,,,,,,,,
KOR,Asia,South Korea,23-02-21,51269183,88120,439,453.429,1576,3,5.429,1718.771,8.563,8.844,30.74,0.059,0.106,0.89,,,,,,,,
KOR,Asia,South Korea,24-02-21,51269183,88516,396,421.286,1581,5,5.286,1726.495,7.724,8.217,30.837,0.098,0.103,0.88,,,,,,,,
KOR,Asia,South Korea,25-02-21,51269183,88922,406,399.143,1585,4,5,1734.414,7.919,7.785,30.915,0.078,0.098,0.9,,,,,,,,
KOR,Asia,South Korea,26-02-21,51269183,89321,399,392.429,1595,10,6,1742.197,7.782,7.654,31.11,0.195,0.117,0.92,,,,,,,,
KOR,Asia,South Korea,27-02-21,51269183,89676,355,383.429,1603,8,6.571,1749.121,6.924,7.479,31.266,0.156,0.128,0.94,,,,,,,,
KOR,Asia,South Korea,28-02-21,51269183,90031,355,386.714,1605,2,6.143,1756.045,6.924,7.543,31.305,0.039,0.12,0.97,,,,,,,,
KOR,Asia,South Korea,01-03-21,51269183,90372,341,384.429,1606,1,4.714,1762.696,6.651,7.498,31.325,0.02,0.092,0.96,,,,,,,,
KOR,Asia,South Korea,02-03-21,51269183,90816,444,385.143,1612,6,5.143,1771.356,8.66,7.512,31.442,0.117,0.1,0.97,,,,,,,,
KOR,Asia,South Korea,03-03-21,51269183,91240,424,389.143,1619,7,5.429,1779.627,8.27,7.59,31.578,0.137,0.106,0.97,,,,,,,,
KOR,Asia,South Korea,04-03-21,51269183,91638,398,388,1627,8,6,1787.39,7.763,7.568,31.734,0.156,0.117,0.98,,,,,,,,
KOR,Asia,South Korea,05-03-21,51269183,92055,417,390.571,1632,5,5.286,1795.523,8.134,7.618,31.832,0.098,0.103,1.01,,,,,,,,
KOR,Asia,South Korea,06-03-21,51269183,92471,416,399.286,1634,2,4.429,1803.637,8.114,7.788,31.871,0.039,0.086,1.04,,,,,,,,
KOR,Asia,South Korea,07-03-21,51269183,92817,346,398,1642,8,5.286,1810.386,6.749,7.763,32.027,0.156,0.103,1.06,,,,,,,,
KOR,Asia,South Korea,08-03-21,51269183,93263,446,413,1645,3,5.571,1819.085,8.699,8.056,32.086,0.059,0.109,1.09,,,,,,,,
KOR,Asia,South Korea,09-03-21,51269183,93733,470,416.714,1648,3,5.143,1828.252,9.167,8.128,32.144,0.059,0.1,1.07,,,,,,,,
KOR,Asia,South Korea,10-03-21,51269183,94198,465,422.571,1652,4,4.714,1837.322,9.07,8.242,32.222,0.078,0.092,1.06,,,,,,,,
KOR,Asia,South Korea,11-03-21,51269183,94686,488,435.429,1662,10,5,1846.84,9.518,8.493,32.417,0.195,0.098,1.07,,,,,,,,
KOR,Asia,South Korea,12-03-21,51269183,95176,490,445.857,1667,5,5,1856.398,9.557,8.696,32.515,0.098,0.098,1.07,,,,,,,,
KOR,Asia,South Korea,13-03-21,51269183,95635,459,452,1669,2,5,1865.351,8.953,8.816,32.554,0.039,0.098,1.06,,,,,,,,
KOR,Asia,South Korea,14-03-21,51269183,96017,382,457.143,1675,6,4.714,1872.801,7.451,8.917,32.671,0.117,0.092,1.03,,,,,,,,
KOR,Asia,South Korea,15-03-21,51269183,96380,363,445.286,1678,3,4.714,1879.882,7.08,8.685,32.729,0.059,0.092,0.99,,,,,,,,
KOR,Asia,South Korea,16-03-21,51269183,96849,469,445.143,1686,8,5.429,1889.03,9.148,8.682,32.885,0.156,0.106,0.99,,,,,,,,
KOR,Asia,South Korea,17-03-21,51269183,97294,445,442.286,1688,2,5.143,1897.709,8.68,8.627,32.924,0.039,0.1,0.98,,,,,,,,
KOR,Asia,South Korea,18-03-21,51269183,97757,463,438.714,1690,2,4,1906.74,9.031,8.557,32.963,0.039,0.078,0.99,,,,,,,,
KOR,Asia,South Korea,19-03-21,51269183,98209,452,433.286,1693,3,3.714,1915.556,8.816,8.451,33.022,0.059,0.072,1.01,,,,,,,,
KOR,Asia,South Korea,20-03-21,51269183,98665,456,432.857,1696,3,3.857,1924.45,8.894,8.443,33.08,0.059,0.075,1.03,,,,,,,,
KOR,Asia,South Korea,21-03-21,51269183,99075,410,436.857,1697,1,3.143,1932.447,7.997,8.521,33.1,0.02,0.061,1.02,,,,,,,,
KOR,Asia,South Korea,22-03-21,51269183,99421,346,434.429,1704,7,3.714,1939.196,6.749,8.473,33.236,0.137,0.072,0.98,,,,,,,,
KOR,Asia,South Korea,23-03-21,51269183,99846,425,428.143,1707,3,3,1947.486,8.29,8.351,33.295,0.059,0.059,0.96,,,,,,,,
KOR,Asia,South Korea,24-03-21,51269183,100276,430,426,1709,2,3,1955.873,8.387,8.309,33.334,0.039,0.059,0.98,,,,,,,,
KOR,Asia,South Korea,25-03-21,51269183,100770,494,430.429,1716,7,3.714,1965.508,9.635,8.395,33.47,0.137,0.072,1.04,,,,,,,,
KOR,Asia,South Korea,26-03-21,51269183,101275,505,438,1721,5,4,1975.358,9.85,8.543,33.568,0.098,0.078,1.07,,,,,,,,
KOR,Asia,South Korea,27-03-21,51269183,101757,482,441.714,1722,1,3.714,1984.76,9.401,8.616,33.587,0.02,0.072,1.08,,,,,,,,
KOR,Asia,South Korea,28-03-21,51269183,102141,384,438,1726,4,4.143,1992.249,7.49,8.543,33.665,0.078,0.081,1.07,,,,,,,,
KOR,Asia,South Korea,29-03-21,51269183,102582,441,451.571,1729,3,3.571,2000.851,8.602,8.808,33.724,0.059,0.07,1.09,,,,,,,,
KOR,Asia,South Korea,30-03-21,51269183,103088,506,463.143,1731,2,3.429,2010.721,9.869,9.034,33.763,0.039,0.067,1.08,,,,,,,,
KOR,Asia,South Korea,31-03-21,51269183,103639,551,480.429,1735,4,3.714,2021.468,10.747,9.371,33.841,0.078,0.072,1.1,,,,,,,,
KOR,Asia,South Korea,01-04-21,51269183,104194,555,489.143,1737,2,3,2032.293,10.825,9.541,33.88,0.039,0.059,1.11,,,,,,,,
KOR,Asia,South Korea,02-04-21,51269183,104736,542,494.429,1740,3,2.714,2042.865,10.572,9.644,33.939,0.059,0.053,1.12,,,,,,,,
KOR,Asia,South Korea,03-04-21,51269183,105279,543,503.143,1744,4,3.143,2053.456,10.591,9.814,34.017,0.078,0.061,1.13,,,,,,,,
KOR,Asia,South Korea,04-04-21,51269183,105752,473,515.857,1748,4,3.143,2062.682,9.226,10.062,34.095,0.078,0.061,1.14,,,,,,,,
KOR,Asia,South Korea,05-04-21,51269183,106230,478,521.143,1752,4,3.286,2072.005,9.323,10.165,34.173,0.078,0.064,1.16,,,,,,,,
KOR,Asia,South Korea,06-04-21,51269183,106898,668,544.286,1756,4,3.571,2085.034,13.029,10.616,34.251,0.078,0.07,1.18,,,,,,,,
KOR,Asia,South Korea,07-04-21,51269183,107598,700,565.571,1758,2,3.286,2098.688,13.653,11.031,34.29,0.039,0.064,1.19,,,,,,,,
KOR,Asia,South Korea,08-04-21,51269183,108269,671,582.143,1764,6,3.857,2111.775,13.088,11.355,34.407,0.117,0.075,1.17,,,,,,,,
KOR,Asia,South Korea,09-04-21,51269183,108945,676,601.286,1765,1,3.571,2124.961,13.185,11.728,34.426,0.02,0.07,1.16,,,,,,,,
KOR,Asia,South Korea,10-04-21,51269183,109559,614,611.429,1768,3,3.429,2136.937,11.976,11.926,34.485,0.059,0.067,1.14,,,,,,,,
KOR,Asia,South Korea,11-04-21,51269183,110146,587,627.714,1770,2,3.143,2148.386,11.449,12.244,34.524,0.039,0.061,1.14,,,,,,,,
KOR,Asia,South Korea,12-04-21,51269183,110688,542,636.857,1775,5,3.286,2158.958,10.572,12.422,34.621,0.098,0.064,1.11,,,,,,,,
